RED_IZO;pocet studentu;skolni rok;pocet pc;pocet notebooku;wifi;pocet uceben
691007047;16;2024/25;0;1;0;1
691000492;20;2024/25;0;4;1;2
662104307;64;2024/25;0;0;1;4
600046974;489;2024/25;0;34;1;26
600051609;31;2024/25;0;1;1;2
691000379;41;2024/25;0;0;1;4
600099091;102;2024/25;2;12;1;7
600060543;134;2024/25;16;21;1;12
691005265;128;2024/25;0;24;1;11
600069087;125;2024/25;0;22;1;6
600008835;351;2024/25;0;97;1;24
691005681;30;2024/25;1;0;1;1
600170560;659;2024/25;95;63;1;28
600013634;447;2024/25;64;23;1;25
600073670;18;2024/25;0;0;1;1
600013821;1173;2024/25;128;92;1;44
600111911;45;2024/25;1;1;1;2
600106497;105;2024/25;0;6;1;4
600073912;680;2024/25;41;50;1;40
600129276;23;2024/25;0;1;1;1
600080871;69;2024/25;0;4;1;5
600123961;85;2024/25;3;4;1;4
600099032;56;2024/25;12;0;1;4
600098982;86;2024/25;12;11;1;7
600119645;80;2024/25;4;9;1;4
650035712;170;2024/25;0;20;1;10
600124428;138;2024/25;20;8;1;18
650026144;59;2024/25;6;16;1;5
691003963;135;2024/25;0;15;1;10
691004200;45;2024/25;0;0;1;2
691003921;205;2024/25;29;11;1;12
600136591;113;2024/25;11;102;1;19
600105181;19;2024/25;0;0;0;1
600106047;57;2024/25;0;35;1;6
600105911;762;2024/25;56;116;1;46
691010242;22;2024/25;0;0;0;2
600084345;92;2024/25;0;14;1;4
600080251;82;2024/25;18;43;1;6
600076792;39;2024/25;0;3;1;2
600084752;379;2024/25;20;48;1;30
600121763;83;2024/25;7;5;1;7
600070859;25;2024/25;0;0;1;2
600096181;427;2024/25;30;105;1;21
600042065;152;2024/25;0;82;1;17
600121861;59;2024/25;11;13;1;6
600040186;103;2024/25;0;2;1;5
600076806;30;2024/25;0;3;1;2
600111890;120;2024/25;0;5;1;6
691005354;79;2024/25;0;3;1;3
600070964;91;2024/25;0;0;1;4
691006199;240;2024/25;33;20;1;15
600107124;99;2024/25;4;0;1;5
600064158;207;2024/25;0;13;1;11
691006865;27;2024/25;0;0;1;5
691006555;43;2024/25;0;4;1;4
691009490;25;2024/25;0;0;1;1
600064646;170;2024/25;29;14;1;14
600138194;388;2024/25;35;150;1;28
691008523;14;2024/25;0;0;1;1
600004627;125;2024/25;35;68;1;26
600119785;39;2024/25;2;2;1;2
600042189;157;2024/25;17;30;1;13
691010251;23;2024/25;0;0;0;1
672103079;70;2024/25;0;2;1;3
691007896;25;2024/25;0;0;1;1
600076385;330;2024/25;39;74;1;23
600041751;25;2024/25;0;2;1;1
600080056;118;2024/25;22;30;1;9
600136396;426;2024/25;17;59;1;22
600126081;61;2024/25;0;3;1;3
691006873;52;2024/25;0;0;1;3
600080111;38;2024/25;10;13;1;3
600105474;24;2024/25;1;13;1;1
600105822;58;2024/25;0;6;1;3
600105792;422;2024/25;18;3;1;20
600105393;93;2024/25;0;4;1;4
600105351;94;2024/25;0;4;1;4
600105342;65;2024/25;0;3;1;3
600107515;88;2024/25;2;0;1;4
600105466;38;2024/25;0;10;1;2
600106870;74;2024/25;0;5;1;3
600035981;95;2024/25;0;0;0;4
600086607;336;2024/25;25;50;1;22
600036031;154;2024/25;0;1;1;6
600023036;144;2024/25;0;40;1;18
600140946;79;2024/25;0;28;1;5
600114074;42;2024/25;0;25;1;3
600023052;87;2024/25;18;115;1;12
600114376;292;2024/25;24;37;1;21
600113809;69;2024/25;1;1;1;3
600113868;148;2024/25;4;2;1;6
600111024;561;2024/25;26;30;1;31
600086798;337;2024/25;20;82;1;21
691000522;356;2024/25;45;10;1;20
600041778;94;2024/25;0;2;1;4
600078043;42;2024/25;1;0;1;2
691012857;21;2024/25;0;1;1;1
600135713;196;2024/25;3;3;1;9
600043215;583;2024/25;50;130;1;25
691009686;26;2024/25;0;10;1;2
600011151;229;2024/25;139;30;1;15
691009597;15;2024/25;0;47;1;6
600107418;24;2024/25;0;2;1;1
600136051;441;2024/25;47;61;1;32
651039720;64;2024/25;16;1;1;6
600039111;864;2024/25;80;80;1;48
674000234;218;2024/25;2;27;1;9
600072665;43;2024/25;0;2;1;2
600092135;306;2024/25;20;47;1;18
600127303;48;2024/25;0;30;1;4
600007243;531;2024/25;65;114;1;31
600111873;23;2024/25;0;0;1;2
691001260;67;2024/25;0;0;1;3
600020207;187;2024/25;2;30;1;14
691003530;104;2024/25;0;6;1;5
691003793;20;2024/25;12;17;1;3
600131785;46;2024/25;0;8;1;5
600078001;18;2024/25;0;0;1;1
600021556;12;2024/25;0;4;1;3
600121321;74;2024/25;3;10;1;4
600006590;51;2024/25;12;26;1;4
600019462;1139;2024/25;75;11;1;50
600022765;209;2024/25;9;60;1;24
650014294;44;2024/25;1;5;1;3
600020860;125;2024/25;0;31;1;19
600119564;17;2024/25;0;0;1;1
600122301;205;2024/25;41;29;1;16
600118495;479;2024/25;45;99;1;40
600064182;111;2024/25;0;0;1;5
650046706;46;2024/25;12;12;1;4
600146774;618;2024/25;61;208;1;43
600146812;37;2024/25;9;6;1;7
600114040;416;2024/25;82;84;1;33
600110583;55;2024/25;14;11;1;4
691017883;7;2024/25;0;0;1;3
600114082;450;2024/25;24;76;1;27
691012253;39;2024/25;0;9;1;4
600114163;98;2024/25;4;40;1;7
600109917;25;2024/25;0;3;1;1
600110419;110;2024/25;0;5;1;5
691015333;22;2024/25;0;0;1;1
691018308;5;2024/25;0;0;1;1
600111679;42;2024/25;0;3;1;2
600111105;471;2024/25;34;31;1;36
600114180;244;2024/25;2;58;1;14
600114406;130;2024/25;16;15;1;10
600070301;73;2024/25;0;48;1;5
600114465;532;2024/25;24;130;1;35
600120163;39;2024/25;9;8;1;4
600108007;787;2024/25;67;121;1;44
600040411;235;2024/25;15;39;1;12
600069907;23;2024/25;0;5;1;1
650047796;25;2024/25;0;2;1;2
600013880;325;2024/25;63;21;1;15
600023699;128;2024/25;10;23;1;15
651039428;81;2024/25;0;18;1;11
610500732;126;2024/25;13;38;1;25
691004374;20;2024/25;0;1;1;2
668000180;41;2024/25;0;2;1;2
600082474;37;2024/25;2;0;1;2
600083977;113;2024/25;0;21;1;5
600082938;29;2024/25;18;4;1;5
600084086;150;2024/25;0;30;1;7
600083985;20;2024/25;1;0;0;1
600084396;58;2024/25;1;2;1;3
600084248;18;2024/25;1;5;1;2
600084418;48;2024/25;0;11;1;3
600084663;513;2024/25;49;88;1;33
600084710;233;2024/25;25;100;1;21
600045081;36;2024/25;4;4;1;2
600113108;22;2024/25;0;2;1;2
664000517;41;2024/25;0;0;1;2
600020410;434;2024/25;240;47;1;47
600110630;100;2024/25;0;15;1;7
600131653;94;2024/25;0;10;1;4
600113892;97;2024/25;0;18;1;6
600111539;105;2024/25;0;2;1;4
663000360;91;2024/25;1;2;1;4
650031067;480;2024/25;30;67;1;31
600117812;21;2024/25;0;2;1;1
691017735;15;2024/25;0;0;1;1
600007812;337;2024/25;32;39;1;19
600118053;28;2024/25;0;1;1;2
600007979;186;2024/25;19;12;1;13
691017514;0;2024/25;0;13;1;1
691016968;14;2024/25;0;0;1;1
691016771;109;2024/25;0;20;1;13
691013152;20;2024/25;0;0;1;1
600141527;160;2024/25;5;10;1;7
691011435;22;2024/25;0;1;1;1
600017966;119;2024/25;20;3;0;4
691010820;130;2024/25;0;16;1;7
600000451;85;2024/25;0;11;1;5
600106535;81;2024/25;0;0;1;3
600111563;49;2024/25;0;3;1;3
600043941;99;2024/25;0;18;1;5
600083730;544;2024/25;48;79;1;34
600053121;941;2024/25;50;74;1;49
600107477;189;2024/25;0;0;0;9
600013715;235;2024/25;38;0;1;11
600170331;701;2024/25;105;55;1;44
600084132;58;2024/25;0;0;1;3
600170357;210;2024/25;90;0;1;20
600084523;82;2024/25;0;17;1;4
600084728;193;2024/25;40;83;1;18
600084558;56;2024/25;0;3;1;3
600107451;65;2024/25;2;3;1;3
691003734;88;2024/25;26;7;1;10
600125271;30;2024/25;0;0;1;2
600045609;679;2024/25;2;78;1;42
600068986;63;2024/25;1;2;1;6
600007251;392;2024/25;150;60;1;39
600063411;23;2024/25;0;2;1;1
600111661;32;2024/25;1;11;1;2
600131530;179;2024/25;0;27;1;8
600117031;24;2024/25;0;0;1;1
650043995;43;2024/25;9;20;1;4
691008451;21;2024/25;0;2;1;1
600148106;118;2024/25;0;32;1;9
600007502;547;2024/25;64;36;1;28
600042090;424;2024/25;40;35;1;22
600007570;351;2024/25;106;233;1;19
691017778;15;2024/25;0;10;1;3
669000582;33;2024/25;0;0;1;2
600013693;240;2024/25;26;30;1;15
600150461;34;2024/25;4;4;1;2
691004749;25;2024/25;0;0;0;1
600150275;53;2024/25;1;3;1;3
600081664;21;2024/25;0;0;1;1
600019799;492;2024/25;31;16;1;22
600104044;108;2024/25;0;14;1;5
600065189;36;2024/25;0;9;1;2
600042073;238;2024/25;24;51;1;10
600150658;137;2024/25;14;41;1;16
600075150;274;2024/25;54;95;1;33
600013057;307;2024/25;32;20;1;20
600090116;139;2024/25;0;0;1;6
600012760;257;2024/25;35;63;1;20
600007219;505;2024/25;81;0;1;43
600007201;341;2024/25;40;37;1;22
600012786;466;2024/25;48;35;1;43
600086836;41;2024/25;0;12;1;4
600089690;51;2024/25;0;0;1;2
600041620;70;2024/25;0;0;1;3
600020720;68;2024/25;14;10;1;10
600008169;634;2024/25;167;20;1;37
600108091;436;2024/25;72;79;1;27
600170292;1169;2024/25;244;120;1;57
600171523;55;2024/25;0;15;1;11
600007081;455;2024/25;38;8;1;28
600051706;253;2024/25;0;125;1;17
600007073;422;2024/25;75;45;1;42
600070719;60;2024/25;0;20;1;3
600044254;349;2024/25;52;86;1;20
600006671;542;2024/25;58;6;1;30
600047822;106;2024/25;20;52;1;14
600106608;40;2024/25;0;1;1;2
691010196;18;2024/25;0;2;0;1
691014612;139;2024/25;22;12;1;9
600108562;422;2024/25;75;56;1;34
600007120;349;2024/25;17;19;1;19
600050475;93;2024/25;0;10;1;4
600137333;22;2024/25;0;2;1;1
600007146;233;2024/25;48;69;1;19
600052125;467;2024/25;43;10;1;26
600080145;56;2024/25;5;14;1;5
600080081;23;2024/25;7;6;1;3
600107965;257;2024/25;0;60;1;19
600007189;544;2024/25;181;50;1;37
600065154;25;2024/25;0;1;0;1
691004323;22;2024/25;0;1;1;2
600080129;103;2024/25;16;28;1;7
600063526;116;2024/25;0;0;1;5
600067548;49;2024/25;20;30;1;5
600045498;93;2024/25;16;25;1;5
600081559;39;2024/25;7;1;1;3
600079406;47;2024/25;0;6;1;2
600098621;74;2024/25;0;3;1;4
600006930;894;2024/25;48;274;1;33
600078116;58;2024/25;0;2;1;3
691006725;19;2024/25;0;0;0;4
600145981;78;2024/25;0;4;1;4
600108571;364;2024/25;30;58;1;23
600049191;530;2024/25;49;66;0;40
600069389;194;2024/25;10;10;1;8
600006964;565;2024/25;130;106;1;30
600110516;1051;2024/25;61;83;1;52
600103838;22;2024/25;0;2;1;2
600106055;24;2024/25;5;13;1;2
600044351;721;2024/25;30;121;1;32
600011526;351;2024/25;64;24;1;24
600071464;193;2024/25;0;80;1;13
650065298;217;2024/25;25;58;1;30
600121739;475;2024/25;59;50;1;25
691014493;21;2024/25;0;0;1;1
600120252;295;2024/25;46;70;1;16
600040402;738;2024/25;26;93;1;45
600111199;298;2024/25;45;37;1;19
600069559;434;2024/25;0;184;1;36
600052931;51;2024/25;0;1;1;2
600069575;932;2024/25;148;101;1;45
600089924;42;2024/25;0;10;1;2
600069443;136;2024/25;0;11;1;6
600145662;25;2024/25;0;20;1;1
600140415;45;2024/25;0;35;1;5
600145956;22;2024/25;0;1;1;1
669000051;86;2024/25;0;2;1;4
600109402;31;2024/25;0;4;1;2
600103587;46;2024/25;0;4;1;2
600115127;130;2024/25;0;5;1;5
600115852;164;2024/25;18;30;1;18
618600736;80;2024/25;1;8;1;4
600067262;490;2024/25;22;60;1;24
600065090;22;2024/25;0;2;1;1
600064174;92;2024/25;0;10;1;4
650032063;150;2024/25;17;36;1;16
600091996;37;2024/25;1;4;1;2
600092291;32;2024/25;6;18;1;2
600067271;594;2024/25;30;136;1;36
600000249;124;2024/25;1;6;1;6
600051501;160;2024/25;0;0;1;7
600037053;592;2024/25;31;173;1;33
691005346;23;2024/25;5;7;1;4
600013979;653;2024/25;57;60;1;27
600139476;152;2024/25;0;7;1;6
691009627;399;2024/25;1;143;1;33
600081851;257;2024/25;28;30;1;20
600043754;59;2024/25;0;0;1;3
600037461;764;2024/25;15;78;1;37
691015163;120;2024/25;0;15;1;8
600150585;307;2024/25;30;60;1;28
600109518;151;2024/25;1;15;1;7
600037355;202;2024/25;25;14;1;17
600140130;519;2024/25;44;26;0;30
600140199;402;2024/25;20;77;1;21
610251121;92;2024/25;13;41;1;19
600165973;410;2024/25;27;88;1;21
600039447;170;2024/25;1;50;1;9
600078124;65;2024/25;0;10;1;3
600039641;127;2024/25;0;12;1;5
691007543;22;2024/25;0;1;1;2
600006751;428;2024/25;32;5;1;26
600103226;90;2024/25;0;4;1;4
600012336;248;2024/25;15;10;1;70
600106195;1521;2024/25;169;145;1;88
600105539;63;2024/25;3;0;1;3
600098761;87;2024/25;0;1;1;4
600004961;528;2024/25;67;45;1;29
600064425;146;2024/25;1;7;1;7
600005585;304;2024/25;12;35;1;19
600006638;686;2024/25;80;96;1;68
600120210;47;2024/25;1;21;1;3
600019471;714;2024/25;68;71;1;29
600006077;89;2024/25;10;16;1;8
691013624;117;2024/25;6;32;1;8
600006476;520;2024/25;25;28;1;23
600071570;34;2024/25;14;16;1;10
600129853;88;2024/25;3;2;1;4
600100499;200;2024/25;24;44;1;17
691016097;36;2024/25;1;5;1;3
600063208;223;2024/25;24;33;1;24
664000401;231;2024/25;8;11;1;11
600062937;497;2024/25;25;91;1;38
600049141;560;2024/25;8;162;1;29
600138542;276;2024/25;37;143;1;28
691007411;40;2024/25;0;0;1;2
600070581;189;2024/25;42;22;1;13
600052214;166;2024/25;0;17;1;10
600066771;44;2024/25;0;0;1;2
600064166;43;2024/25;0;2;1;2
691018049;11;2024/25;0;1;1;1
615200800;16;2024/25;0;0;1;1
600126951;106;2024/25;5;10;1;5
650071603;891;2024/25;103;191;1;47
691008256;79;2024/25;0;0;1;3
600088049;26;2024/25;1;2;1;2
600118398;209;2024/25;7;19;1;14
600066967;37;2024/25;0;0;1;2
600119815;33;2024/25;0;2;1;2
650057988;145;2024/25;35;43;1;11
600119840;21;2024/25;2;0;0;1
600081516;191;2024/25;28;100;1;16
691015104;16;2024/25;0;0;1;1
600119891;81;2024/25;0;6;1;4
600049183;333;2024/25;32;26;1;24
600107051;122;2024/25;0;5;1;5
600120040;19;2024/25;0;0;1;1
600141004;298;2024/25;24;87;1;18
600105482;22;2024/25;0;0;1;1
600106039;47;2024/25;1;20;1;4
691009511;22;2024/25;0;0;1;1
600120104;88;2024/25;0;10;1;4
600010228;428;2024/25;32;50;1;24
600100197;16;2024/25;0;1;1;1
691007675;25;2024/25;1;1;1;1
600082628;25;2024/25;0;0;0;1
600110699;105;2024/25;0;18;1;8
650013620;405;2024/25;25;48;1;23
600081460;361;2024/25;28;74;1;28
650041372;15;2024/25;0;2;1;1
691005753;21;2024/25;1;0;1;1
600083071;359;2024/25;36;42;1;25
600119181;119;2024/25;0;10;1;5
600006760;329;2024/25;96;83;1;28
600066711;71;2024/25;0;0;1;3
600119441;116;2024/25;1;7;1;5
600119572;24;2024/25;0;1;1;3
600123294;37;2024/25;0;0;1;2
600066720;87;2024/25;0;0;1;4
600010210;1622;2024/25;349;108;1;147
651039860;507;2024/25;116;85;1;44
600119629;23;2024/25;0;0;1;1
600069541;862;2024/25;66;207;1;48
665000065;29;2024/25;1;0;1;2
600006816;343;2024/25;32;30;1;20
600126919;44;2024/25;0;10;1;3
600000354;18;2024/25;0;10;1;2
691004382;51;2024/25;0;1;1;3
600117057;253;2024/25;65;40;1;16
600116701;21;2024/25;1;0;1;1
600005542;698;2024/25;293;3;1;40
600071898;59;2024/25;13;70;1;4
600073807;18;2024/25;6;13;1;4
600121836;44;2024/25;0;31;1;4
600073831;411;2024/25;30;125;1;28
600136728;584;2024/25;58;85;1;47
600047407;897;2024/25;48;121;1;46
691005621;25;2024/25;0;10;1;1
600006689;581;2024/25;69;32;1;43
600073955;21;2024/25;0;20;1;3
600000362;24;2024/25;0;0;1;1
650053486;159;2024/25;20;55;1;8
650055446;38;2024/25;0;2;1;2
691011176;24;2024/25;0;14;1;1
650014642;61;2024/25;6;23;1;4
600089011;80;2024/25;11;13;1;4
600081443;449;2024/25;0;58;1;24
600100049;42;2024/25;0;2;1;2
600069834;120;2024/25;0;0;1;5
600082547;24;2024/25;0;1;1;1
600066690;90;2024/25;0;0;1;4
668000805;116;2024/25;0;5;1;6
650032756;148;2024/25;16;55;1;9
600081583;129;2024/25;24;18;1;11
600092445;396;2024/25;32;48;1;33
650060415;61;2024/25;0;3;1;3
600092011;23;2024/25;0;9;1;1
600095428;68;2024/25;0;0;1;3
600097315;59;2024/25;0;20;1;5
600097340;18;2024/25;7;18;1;2
600097668;37;2024/25;6;5;1;5
650042662;74;2024/25;10;24;1;5
600107019;71;2024/25;0;0;1;3
600136485;405;2024/25;25;45;1;28
600099831;23;2024/25;0;1;1;1
600066525;207;2024/25;56;21;1;18
600099962;35;2024/25;0;2;1;2
600100863;27;2024/25;10;9;1;2
600103242;65;2024/25;0;4;1;3
600104788;162;2024/25;12;69;1;11
617800928;150;2024/25;0;7;1;7
617800863;148;2024/25;0;0;1;7
600073726;93;2024/25;0;4;1;4
691002720;119;2024/25;0;10;1;6
600073432;22;2024/25;0;0;1;2
600121747;39;2024/25;4;15;1;4
600016331;120;2024/25;100;100;1;8
600073467;65;2024/25;0;1;1;3
600106551;75;2024/25;0;0;1;3
600073530;69;2024/25;0;2;1;3
668000970;172;2024/25;4;13;1;9
600082385;27;2024/25;0;0;1;1
600073548;25;2024/25;0;2;1;1
600047598;449;2024/25;20;97;1;23
600069851;26;2024/25;0;1;1;1
600073556;69;2024/25;0;6;1;3
600070158;36;2024/25;1;0;1;2
600073611;119;2024/25;0;0;1;5
600026973;149;2024/25;11;56;1;12
600075583;22;2024/25;0;1;1;1
600041093;580;2024/25;54;63;1;28
600073661;44;2024/25;0;3;1;2
600001032;37;2024/25;0;0;1;2
600046923;60;2024/25;0;0;1;3
600091881;80;2024/25;4;2;1;5
691002851;78;2024/25;0;14;1;5
664000312;24;2024/25;0;1;1;1
600082482;60;2024/25;2;4;1;3
600023231;44;2024/25;21;49;1;7
691001791;21;2024/25;0;0;1;1
668000988;105;2024/25;1;11;1;5
600023630;169;2024/25;59;71;1;29
650014901;25;2024/25;0;11;1;2
600135047;93;2024/25;0;2;1;5
600086674;552;2024/25;65;105;1;27
600135594;63;2024/25;0;0;1;3
600069842;30;2024/25;0;0;1;2
600106578;91;2024/25;0;5;1;4
650037901;73;2024/25;13;14;1;5
600112225;165;2024/25;13;65;1;10
650060831;145;2024/25;32;79;1;14
691009112;120;2024/25;10;15;1;13
600041581;24;2024/25;0;0;1;1
600042022;367;2024/25;65;60;1;23
691002142;242;2024/25;31;14;1;14
650048423;64;2024/25;0;48;1;5
600073416;191;2024/25;0;16;1;9
600135829;144;2024/25;0;0;1;6
600145786;103;2024/25;0;5;1;5
600171400;463;2024/25;120;46;1;60
600135837;63;2024/25;0;2;1;3
600042103;179;2024/25;45;62;1;15
600041247;589;2024/25;73;85;1;40
600012328;366;2024/25;100;13;1;28
600118509;262;2024/25;36;89;1;21
600041352;262;2024/25;24;32;1;18
691000549;194;2024/25;0;22;1;11
691004579;149;2024/25;1;14;1;10
691009694;176;2024/25;0;0;1;8
691003386;92;2024/25;0;0;1;4
600039862;632;2024/25;18;36;1;37
691014825;40;2024/25;0;1;1;3
600107914;70;2024/25;0;0;0;3
600011887;474;2024/25;48;16;1;38
600096254;44;2024/25;0;2;1;2
600013138;359;2024/25;101;0;1;56
600013073;323;2024/25;32;104;1;27
600012298;307;2024/25;43;0;1;18
650051351;55;2024/25;0;13;1;5
600068633;467;2024/25;40;71;1;28
600083098;46;2024/25;4;40;1;4
600071197;38;2024/25;3;24;1;4
600082458;52;2024/25;1;1;1;2
600076105;57;2024/25;0;36;1;4
691015066;212;2024/25;27;101;1;23
600011003;596;2024/25;153;48;1;37
600130789;16;2024/25;9;2;1;1
600038424;661;2024/25;22;65;1;42
600090027;51;2024/25;0;0;0;2
600112811;132;2024/25;0;10;1;6
600039072;612;2024/25;50;70;1;38
600099261;159;2024/25;24;47;1;13
691012679;36;2024/25;0;9;1;3
600084108;60;2024/25;2;3;1;3
600008509;426;2024/25;90;30;1;20
600084141;45;2024/25;0;5;1;2
600047431;125;2024/25;4;40;1;7
600084264;100;2024/25;0;3;1;4
600110974;124;2024/25;15;21;1;7
600084540;77;2024/25;0;10;0;4
650062833;26;2024/25;0;0;1;1
600040666;107;2024/25;0;0;1;4
691017824;35;2024/25;0;0;1;2
600040747;143;2024/25;0;4;1;4
600040771;141;2024/25;0;4;1;6
600040798;100;2024/25;0;25;1;4
600041263;494;2024/25;0;109;1;24
600040950;235;2024/25;0;20;1;10
600050521;90;2024/25;0;0;1;4
600041204;555;2024/25;15;93;1;35
600050858;1004;2024/25;30;20;1;47
600012905;513;2024/25;60;54;1;29
600013006;629;2024/25;165;90;1;55
600077489;300;2024/25;50;44;1;31
600054527;202;2024/25;20;33;1;14
600122115;161;2024/25;27;15;1;13
600079392;32;2024/25;0;0;1;2
600121976;11;2024/25;5;11;1;3
600170802;544;2024/25;92;40;1;22
600077519;208;2024/25;1;44;1;12
600076954;20;2024/25;0;0;1;1
600121542;17;2024/25;0;0;1;1
600038858;88;2024/25;0;6;1;4
600038092;88;2024/25;2;0;1;4
600038203;859;2024/25;103;73;1;40
600121607;88;2024/25;4;4;0;4
600099148;115;2024/25;12;20;1;10
600148491;567;2024/25;31;69;1;37
600130568;54;2024/25;11;5;1;3
600038301;381;2024/25;51;110;1;27
600062660;38;2024/25;0;0;1;2
600062040;128;2024/25;31;64;1;12
600051668;91;2024/25;0;0;1;4
600038394;925;2024/25;43;95;1;50
600040160;91;2024/25;0;0;1;4
600103366;27;2024/25;0;1;1;2
600121062;224;2024/25;4;3;1;10
600077471;465;2024/25;62;49;1;23
600061981;21;2024/25;0;3;1;1
600125785;111;2024/25;10;35;1;7
600170918;329;2024/25;73;27;1;21
600077730;138;2024/25;18;61;1;18
650047702;35;2024/25;2;31;1;4
600076881;71;2024/25;0;16;1;4
600062996;392;2024/25;72;72;1;34
600037959;112;2024/25;0;0;0;6
600125980;32;2024/25;0;40;1;3
600076903;76;2024/25;1;6;1;4
600036791;137;2024/25;0;0;1;6
600061710;70;2024/25;0;3;1;3
600037983;84;2024/25;0;0;1;4
600076890;78;2024/25;0;10;1;4
600099245;50;2024/25;13;6;1;5
600077161;148;2024/25;5;0;1;7
600011771;218;2024/25;42;14;1;17
600061701;100;2024/25;2;4;1;4
600077152;89;2024/25;1;0;1;4
668000171;80;2024/25;0;9;1;4
668001089;43;2024/25;0;14;1;2
650060598;63;2024/25;6;16;1;4
600081745;196;2024/25;23;35;1;12
600010520;220;2024/25;52;10;1;9
691010366;672;2024/25;45;60;1;33
691015465;20;2024/25;0;0;1;1
600125114;23;2024/25;0;1;1;1
600124827;22;2024/25;0;1;1;2
600126668;45;2024/25;0;14;1;7
600098516;134;2024/25;0;6;1;6
600125181;41;2024/25;0;0;1;2
600004864;692;2024/25;114;50;1;29
600125220;108;2024/25;0;10;1;5
600125394;24;2024/25;0;0;1;1
600121933;49;2024/25;4;13;1;2
600125343;219;2024/25;0;10;1;10
600061663;19;2024/25;0;3;1;1
600125416;40;2024/25;0;2;1;2
600037550;85;2024/25;0;0;1;4
600125467;55;2024/25;0;3;1;3
600037622;108;2024/25;0;0;1;4
600090191;22;2024/25;0;2;1;1
600125696;21;2024/25;7;7;1;2
600073645;229;2024/25;0;0;1;11
600063861;1105;2024/25;151;156;1;77
600045544;369;2024/25;24;59;1;24
691004731;18;2024/25;0;0;1;2
600082300;137;2024/25;5;20;1;6
650043090;15;2024/25;0;1;1;1
600061132;21;2024/25;0;1;1;1
691006245;58;2024/25;0;0;1;5
600081141;111;2024/25;0;0;1;6
691008531;721;2024/25;27;11;1;36
600103790;96;2024/25;0;10;1;4
691008183;53;2024/25;0;0;1;4
691012237;178;2024/25;0;103;1;12
600001644;266;2024/25;24;113;1;22
600105504;23;2024/25;0;0;0;1
600054551;482;2024/25;22;116;1;26
600025691;86;2024/25;9;53;1;16
600113400;154;2024/25;0;0;1;6
600076997;55;2024/25;1;22;1;5
600010414;233;2024/25;24;13;1;19
650019776;183;2024/25;9;88;1;17
600115631;592;2024/25;55;94;1;39
600047709;883;2024/25;79;150;1;50
600081567;205;2024/25;24;80;1;14
600057160;146;2024/25;0;0;0;6
600054659;100;2024/25;1;16;1;6
600054420;875;2024/25;54;26;1;44
600054519;219;2024/25;38;50;1;14
612800334;218;2024/25;22;20;1;8
600054667;69;2024/25;0;38;1;4
600054675;87;2024/25;15;11;1;6
600077624;32;2024/25;2;21;1;2
600054705;56;2024/25;0;41;1;5
600045439;264;2024/25;25;40;1;16
650044797;36;2024/25;6;30;1;3
691014680;28;2024/25;1;10;1;2
600144453;103;2024/25;0;11;1;5
600081648;53;2024/25;5;33;1;4
600147703;87;2024/25;2;2;1;4
691004587;24;2024/25;0;0;1;2
600068439;116;2024/25;0;89;1;6
600047091;39;2024/25;0;0;1;2
600013839;450;2024/25;80;44;1;16
600115496;117;2024/25;16;74;1;13
600077012;53;2024/25;0;4;1;4
600148114;52;2024/25;5;11;1;3
650058313;37;2024/25;6;7;1;3
600044475;402;2024/25;44;88;1;22
600081711;289;2024/25;20;35;1;16
600053768;118;2024/25;0;0;1;5
600043819;56;2024/25;0;3;1;3
600022927;19;2024/25;10;0;1;5
600040313;107;2024/25;0;6;1;5
650052650;83;2024/25;12;14;1;6
600006140;362;2024/25;38;8;1;33
600054152;40;2024/25;0;1;1;2
600096025;27;2024/25;0;2;1;1
600026281;41;2024/25;1;14;1;4
600054403;20;2024/25;0;0;1;1
600076814;18;2024/25;0;6;1;1
600040470;383;2024/25;24;60;1;22
600099920;20;2024/25;0;2;1;1
691003181;40;2024/25;0;0;1;2
600099814;42;2024/25;0;2;1;2
600054772;73;2024/25;4;25;1;4
600129233;32;2024/25;0;0;1;2
600040488;571;2024/25;32;92;1;27
600105211;168;2024/25;0;0;1;7
600040551;748;2024/25;76;50;1;39
600025683;92;2024/25;40;58;1;22
600120775;23;2024/25;0;0;1;2
600081532;208;2024/25;22;56;1;10
610350765;49;2024/25;5;3;0;8
600045099;42;2024/25;0;5;1;2
600071871;47;2024/25;12;11;1;3
600079384;108;2024/25;0;0;1;5
600068960;38;2024/25;0;0;1;2
691015406;25;2024/25;0;1;1;1
600146669;648;2024/25;44;141;1;35
600079708;20;2024/25;0;3;1;1
650061802;102;2024/25;0;34;1;6
600083799;53;2024/25;14;11;1;5
600113019;158;2024/25;0;6;1;6
610150332;40;2024/25;0;4;1;4
600045251;751;2024/25;53;158;1;36
600068234;24;2024/25;2;6;1;1
600134652;16;2024/25;0;0;1;1
600123278;127;2024/25;0;6;1;6
600054331;25;2024/25;0;1;1;2
600080064;320;2024/25;33;37;1;23
600011119;459;2024/25;159;50;1;6
600080358;68;2024/25;19;52;1;10
600065642;62;2024/25;0;12;1;5
650046358;81;2024/25;0;25;1;5
600126790;25;2024/25;0;11;1;2
600079813;54;2024/25;0;20;1;5
600000206;52;2024/25;0;0;1;2
600053725;70;2024/25;0;0;1;3
600036049;167;2024/25;0;0;1;7
600045374;400;2024/25;45;71;1;18
691006911;28;2024/25;0;1;1;1
600075702;68;2024/25;0;6;1;3
600012107;342;2024/25;36;15;1;18
